transaction_id,customer_id,product_id,transaction_date,amount,quantity,payment_method,status
9148b29a-3050-4f15-8b44-06c63575dea6,CUST001,PROD002,2026-04-07,204.84,1,Credit Card,Completed
92d1808e-9985-433d-8c40-bfae9faf1b27,CUST002,PROD004,2026-07-03,467.7,2,Bank Transfer,Completed
d6816805-0513-40df-bd9d-5a91881e9024,CUST003,PROD004,2026-04-05,467.7,1,Credit Card,Completed
dcff341b-cf1d-40e6-8fce-fc9b01d08d04,cust003,PROD004,2026-02-14,467.7,two,Bank Transfer,Completed
e0a78c48-fa40-4fe8-a286-703cee8cb043,CUST004,PROD001,2026-06-08,90.71,3,Credit Card,Completed
262ec100-6517-4f99-8ff3-0cb52c433e62,CUST004,PROD008,2026-06-06,237.46,3,Credit Card,Completed
73cc38bf-2a98-493d-8329-77ceaafab12c,CUST004,PROD002,2026-06-22,204.84,1,PayPal,Completed
0becbed7-410e-4b3a-853e-3dbdbc92dc4d,CUST004,PROD006,2026-07-05,280.01,3,PayPal,Completed
1d7257b5-9da6-438a-8852-1780bbb410fc,CUST004,PROD010,2026-03-22,77.0,3,Credit Card,Completed
bf6bd1e4-63aa-4f28-b4e0-fab4394a1135,CUST004,PROD001,2026-03-09,90.71,3,Credit Card,Completed
ae27df22-0d86-44ce-8ac4-aa2539be52ae,CUST004,PROD002,2026-06-09,204.84,2,Bank Transfer,Completed
2c88f4db-a59b-4f27-8a27-5e35e4873b81,CUST004,PROD008,2026-05-25,237.46,3,Bank Transfer,Completed
4d6e638f-9c1e-4b01-afda-9013e9b3755e,CUST004,PROD003,2026-02-18,352.06,3,Credit Card,Completed
ad8b76f8-ef95-40c3-be0e-1612193eebd7,CUST004,PROD003,2026-03-22,352.06,1,   CrEdIt CaRd   ,Completed
6756c49e-9c8c-48e6-b6bf-f6df269f7d8b,CUST004,PROD007,2026-02-21,181.57,3,   CrEdIt CaRd   ,Completed
47332b3e-4b87-4d54-bc0e-bc1d588692a5,CUST004,PROD008,2026-02-26,,2,PayPal,Completed
8caf2d09-8973-4666-bea3-8a4d8a5d334e,CUST004,PROD006,2026-04-09,280.01,3,Credit Card,Completed
6bd75bcc-fbf9-444d-a4d0-c8af0f63112e,CUST004,PROD009,2026-04-24,,2,Credit Card,Completed
fb0f95f3-34f0-467d-80a2-075bec54aff9,CUST004,PROD006,2026-02-25,280.01,3,Bank Transfer,Completed
430310e4-9db7-4ff1-8bf4-27933f5d1173,CUST004,PROD005,2026-03-07,158.38,3,   CrEdIt CaRd   ,Completed
5cf39212-19d7-4ffe-89c6-c0de652c254f,CUST004,PROD003,2026-07-05,352.06,3,   CrEdIt CaRd   ,Completed
213abe80-ab3f-417a-97bd-9f976688a381,CUST004,PROD007,2026-03-04,181.57,2,PayPal,Completed
25afba29-f649-40e3-9885-7865e50c3352,CUST004,PROD007,2026-05-31,181.57,3,   CrEdIt CaRd   ,Completed
0fb9fb8e-3405-4bdb-99f8-3ed333a12d22,CUST005,PROD007,2026-03-28,181.57,3,Bank Transfer,Completed
30209edb-5dfa-4a2d-9475-48d2d32a16f9,CUST005,PROD010,2026-07-05,77.0,2,   CrEdIt CaRd   ,Completed
7b295765-4a64-48cf-a1df-d13b2019760c,CUST005,PROD005,2026-04-18,158.38,3,Credit Card,Completed
55a656ca-45f2-44b6-bb89-7213e7277056,CUST005,PROD005,2026-06-24,99999999,2,Bank Transfer,Completed
6e23dd82-9ad6-42bb-bfcf-5625934442d7,CUST005,PROD003,2026-07-06,352.06,3,Bank Transfer,Completed
52b2c513-2655-4f43-9ed0-4c32d7f6d831,CUST005,PROD004,2026-02-15,467.7,1,Credit Card,Completed
f9a0a80e-6dee-45a1-a83e-ab4b7614c8d4,CUST005,PROD003,2026-02-05,352.06,2,   CrEdIt CaRd   ,Completed
4d7c9e74-7182-4a32-b75d-bd5678bb04a2,CUST005,PROD009,2026-05-12,,2,PayPal,Completed
93035593-ffb7-4430-a64b-19926d89c1cd,CUST005,PROD009,2026-04-01,,2,Bank Transfer,Completed
8388a519-e4ff-42ae-b8a4-67ba222a9219,CUST005,PROD001,2026-07-06,90.71,1,Bank Transfer,Completed
a69d904d-53f0-49bb-b3b5-180d2fe5041c,CUST005,PROD003,2026-02-13,352.06,1,Bank Transfer,Completed
d951254c-2a2d-4d1d-94ad-528d8363411c,CUST005,PROD008,2026-07-09,237.46,,Credit Card,Completed
591f977c-b046-44e1-842b-6c8566ff659d,CUST006,PROD004,2026-07-03,467.7,1,PayPal,Completed
63bd3ed9-1fb3-48f6-a3f7-2e06ecabc7af,CUST006,PROD009,2026-06-29,,3,PayPal,Completed
a9cf69a1-23ac-47a9-97a5-dc0da45b6190,CUST006,PROD002,2026-02-28,204.84,1,PayPal,Completed
9114c304-da4b-4790-80c1-453b23b7cdce,CUST006,PROD010,2026-03-12,77.0,3,PayPal,Completed
8cf979a6-94b4-43fe-9bfd-0f95591f6895,CUST006,PROD007,2026-02-03,181.57,2,Bank Transfer,Completed
e34f2381-b192-45d2-9847-6582d17be2e8,CUST006,PROD001,2026-07-16,$90.71,2,PayPal,Completed
adb2b6a4-3125-4c32-bae8-5a54f8912dfc,CUST006,PROD010,2026-06-11,77.0,2,PayPal,Completed
a5517483-91bd-47c4-8d3f-d36390aef368,CUST006,PROD003,2026-07-10,352.06,1,Bank Transfer,Completed
269cbe71-699b-4080-b289-23e7e570d9b3,CUST006,PROD007,2026-07-14,181.57,1,PayPal,Completed
384b2f6e-3c2c-439c-8696-24231b206f1a,CUST006,PROD006,2026-01-22,280.01,1,Bank Transfer,Completed
5cbcd0fa-b9c1-4f87-8567-fa260efbf4b6,CUST006,PROD009,2026-02-05,$nan,,PayPal,Completed
80bb6779-53fc-49f0-9c3d-260da9a96064,CUST006,PROD005,2026-02-15,158.38,2,Bank Transfer,Completed
a4acbf50-7fb3-485e-9b3c-620d8f9aef7d,cust006,PROD002,2026-01-23,204.84,3,Credit Card,Completed
c399c28f-2a93-4e07-a4cf-13eb60a0d847,CUST006,PROD008,2026-01-23,$237.46,3,Bank Transfer,Completed
3d68087d-51b9-4c6f-b20d-7ff0d2ec2ad8,CUST006,PROD001,2026-05-05,90.71,2,   CrEdIt CaRd   ,Completed
cf402db1-8486-432c-a3f9-97cfdecb6f21,CUST006,PROD001,2026-03-14,90.71,1,Bank Transfer,Completed
75476e67-36ee-4c3a-8819-4951e2f84e87,CUST006,PROD005,2026-06-09,158.38,,   CrEdIt CaRd   ,Completed
6f7c3036-6065-4850-8b08-917656f60679,CUST006,PROD010,2026-03-12,77.0,1,PayPal,Completed
855c99d7-423b-44fd-8f24-7fee927dd0d7,CUST006,PROD004,2026-06-04,467.7,,   CrEdIt CaRd   ,Completed
2ec4b36a-c1bb-4401-8bc2-ae73883931d0,CUST006,PROD009,2026-03-20,,1,Bank Transfer,Completed
64cedaa1-fb8a-4417-b503-258340541cec,CUST007,PROD006,2026-03-09,280.01,2,Credit Card,Completed
1720d63e-87df-4f8a-9318-baba32c3f1fd,CUST007,PROD005,2026-04-03,158.38,1,PayPal,Completed
cbd2b742-6bb5-4f85-8fd6-76435004a2a5,CUST007,PROD004,2026-03-06,467.7,2,Bank Transfer,Completed
71b02e78-61a6-4874-a242-5c2c396d31d4,CUST007,PROD001,2026-03-13,90.71,2,   CrEdIt CaRd   ,Completed
203616c5-fad6-466f-afc9-e1982b641cc5,CUST007,PROD001,2026-06-20,90.71,2,   CrEdIt CaRd   ,Completed
254d0b77-5a83-41bc-a1b6-528812738e48,CUST007,PROD007,2026-05-10,181.57,1,Bank Transfer,Completed
e9f4b5a1-0662-4321-a392-2a955bf552ae,CUST007,PROD004,2026-02-26,467.7,1,Credit Card,Completed
e3f36d79-6808-4dbf-b309-adf885a8555a,CUST007,PROD002,2026-03-31,204.84,,Bank Transfer,Completed
c98b206f-c78d-4182-9e8d-398dbcb827cd,CUST007,PROD005,2026-05-11,158.38,3,   CrEdIt CaRd   ,Completed
6248c40e-dc40-4a3a-9912-a8cfe9af2286,CUST007,PROD002,2026-03-17,204.84,1,PayPal,Completed
bb411b1a-7223-484f-8de9-84a5ec90cc38,CUST007,PROD005,2026-06-18,158.38,2,PayPal,Completed
4fa65dc5-d652-4a96-8af7-d8929bd93015,CUST007,PROD001,2026-03-23,90.71,2,Credit Card,Completed
c73534d3-0adf-4a90-9107-4e49f090dd7f,CUST007,PROD001,2026-05-01,90.71,3,   CrEdIt CaRd   ,Completed
452fdba8-a4ec-41a1-9412-214c684b84db,CUST007,PROD004,2026-01-30,467.7,1,   CrEdIt CaRd   ,Completed
22d561bc-449f-44e5-9e3e-705732b5f05a,CUST007,PROD001,2026-05-30,90.71,1,PayPal,Completed
a12a3bff-ff28-451e-a458-41fd6abad4e3,CUST007,PROD009,2026-03-10,,2,   CrEdIt CaRd   ,Completed
7bfaab44-bad2-4048-9f06-6f845fb83540,CUST007,PROD006,2026-06-06,280.01,,Credit Card,Completed
417fb936-a328-413d-9723-5967aabc6ebe,CUST007,PROD003,2026-01-24,352.06,1,   CrEdIt CaRd   ,Completed
ec8ed0e6-d316-450c-8ecc-cd50d4af80fd,CUST008,PROD003,2026-03-30,352.06,2,   CrEdIt CaRd   ,Completed
1b66e335-a340-4b7a-8475-75cc3ba580cb,CUST008,PROD001,2026-03-11,90.71,3,Bank Transfer,Completed
bf7f51ff-16f6-44e2-8b7c-5818b250cde3,CUST008,PROD010,2026-05-03,77.0,two,Bank Transfer,Completed
3c0a626b-05cc-45bd-9d2c-648607c541db,CUST008,PROD007,2026-05-17,181.57,1,   CrEdIt CaRd   ,Completed
5c8734f6-2eed-424f-86a2-2ee913bfad8c,CUST008,PROD007,2026-05-25,181.57,1,PayPal,Completed
4f96fad4-9bf8-49eb-bd74-7dfc2a2940af,CUST008,PROD009,2026-05-03,,1,Bank Transfer,Completed
1de976ff-1527-4576-9e43-773b7d1fcff9,CUST008,PROD007,2026-02-24,181.57,1,   CrEdIt CaRd   ,Completed
b2f284f8-2deb-4cf0-8fc5-fa29b83e9e66,CUST008,PROD005,2026-03-29,158.38,3,Bank Transfer,Completed
6cf75ce9-c251-4327-8e3c-f22786f4e8f6,CUST008,PROD008,2026-05-02,237.46,1,   CrEdIt CaRd   ,Completed
3d8ed630-ec34-4319-9264-c47107458407,CUST008,PROD005,2026-05-30,158.38,2,   CrEdIt CaRd   ,Completed
9ce4d58c-784e-490b-96f3-c82ae0f6c967,CUST008,PROD004,2026-05-18,467.7,1,   CrEdIt CaRd   ,Completed
40acf147-7619-4733-a22a-c29c655debc1,CUST009,PROD010,2026-05-06,77.0,,Credit Card,Completed
3c04b08a-a9f0-4eeb-b35a-487613b9fcd0,cust009,PROD008,2026-02-25,,2,   CrEdIt CaRd   ,Completed
5a32a656-d339-4af3-94a3-723c593f476f,CUST009,PROD007,2026-06-25,181.57,,Credit Card,Completed
efabc130-638d-45de-9a25-0b94f76338da,CUST009,PROD010,2026-06-18,77.0,3,   CrEdIt CaRd   ,Completed
9008a61f-c679-425a-adb1-44f6514e3aa3,CUST009,PROD010,2026-04-06,77.0,2,   CrEdIt CaRd   ,Completed
015b4f83-7649-479e-b751-0fa47a58cd7a,CUST009,PROD006,2026-06-10,280.01,3,Bank Transfer,Completed
d498eeea-8b44-4c81-8c85-9aebcded0b88,CUST009,PROD004,2026-06-24,467.7,3,   CrEdIt CaRd   ,Completed
85478ce4-285f-45bd-8f39-9d546956f860,CUST009,PROD008,2026-05-06,237.46,3,Bank Transfer,Completed
3b4b19c1-af95-4ddd-9fdb-3c4b8156bc13,CUST009,PROD002,2026-05-13,204.84,3,   CrEdIt CaRd   ,Completed
93ec32d1-6d40-4e76-97fc-60d8869b26a3,CUST009,PROD005,2026-03-15,158.38,3,Credit Card,Completed
ce37be1d-99e4-4116-a274-c35591ecaae8,CUST010,PROD010,2026-05-01,77.0,3,PayPal,Completed
50fa6da0-c14f-44c7-ab92-b92f67206556,CUST010,PROD001,2026-04-01,90.71,2,   CrEdIt CaRd   ,Completed
1efdf944-91cb-42a9-a20a-4515b4cfcf87,CUST010,PROD009,2026-07-12,,2,Credit Card,Completed
ddfcd054-2167-4bf7-b53e-dd39792b7f47,CUST010,PROD009,2026-05-17,,1,   CrEdIt CaRd   ,Completed
d7589429-9abb-4c20-a17d-7d3c12a69319,CUST010,PROD007,2026-02-03,$181.57,1,PayPal,Completed
592e4cef-2ca0-4875-9606-6b4218184ea9,CUST010,PROD003,2026-03-23,$352.06,1,Bank Transfer,Completed
7f2c2fae-43b8-4490-a0b2-3f0cbb0166da,CUST010,PROD006,2026-06-29,280.01,3,Credit Card,Completed
e4993b01-82a6-462d-9035-2b5f4843ef69,CUST010,PROD007,2026-04-10,181.57,1,PayPal,Completed
11dda075-088c-4fde-92a7-fca95c3ee47b,CUST010,PROD006,2026-05-07,280.01,3,Credit Card,Completed
89f75003-c614-4134-b979-cbcf3ae68626,CUST010,PROD005,2026-02-14,158.38,2,   CrEdIt CaRd   ,Completed
2d9da274-9401-48de-8c4c-67768890437a,CUST010,PROD008,2026-03-25,237.46,3,PayPal,Completed
728f4e82-cd90-4589-9410-f51eeb39ff7d,CUST010,PROD007,2026-07-06,$181.57,3,Credit Card,Completed
b3f1b57b-8188-49c7-b21f-48931ddac252,CUST010,PROD004,2026-06-12,467.7,1,Bank Transfer,Completed
6bfd8e80-e69e-4614-bab4-42ae7b77ff13,CUST010,PROD002,2026-07-09,204.84,2,   CrEdIt CaRd   ,Completed
2effc75b-a51d-4575-9732-b278e523f4be,CUST010,PROD001,2026-02-07,90.71,3,Bank Transfer,Completed
3ebe1561-5d09-4ade-a5e5-96dad4edb867,CUST010,PROD010,2026-03-19,77.0,,PayPal,Completed
438ac6c5-b62e-4080-b13d-951d8de25754,CUST010,PROD002,2026-04-14,204.84,two,Bank Transfer,Completed
a4200f97-8f7f-4828-9dfc-9c2f741901af,CUST010,PROD007,2026-01-25,,3,Bank Transfer,Completed
595f5d7e-5dd3-457d-80ef-ac9d0592c1d3,CUST011,PROD010,2026-03-18,77.0,,Credit Card,Completed
652d2520-9d92-45a4-8686-fce83593ebe0,CUST011,PROD002,2026-04-28,204.84,2,Bank Transfer,Completed
d4d90077-0982-4011-927c-e5087eecca21,CUST011,PROD006,2026-03-04,$280.01,1,Bank Transfer,Completed
7cf431b9-f811-4687-9146-f01ac999574b,CUST011,PROD004,2026-04-12,$467.7,,   CrEdIt CaRd   ,Completed
b403c621-e932-493b-929b-9c921b83f7ff,CUST011,PROD008,2026-02-09,237.46,2,PayPal,Completed
c4e650f5-2765-4b85-9815-f353ef63079c,CUST011,PROD001,2026-03-26,90.71,3,PayPal,Completed
7574d65c-cace-473e-9aa3-3d520dd2c038,CUST011,PROD008,2026-02-07,,2,PayPal,Completed
f7caf4bd-857b-4fcc-8fb4-0ff44feff6e2,CUST011,PROD004,2026-05-07,467.7,3,PayPal,Completed
665e63a9-1ccf-4d5d-8543-aa8a48d1a8c3,CUST011,PROD006,2026-05-09,280.01,1,   CrEdIt CaRd   ,Completed
2e69c0a8-422f-459d-97be-78f23b15fea6,cust011,PROD001,2026-05-28,90.71,3,PayPal,Completed
02a39f6b-23d1-43f2-9eea-778a0dd43b0b,CUST011,PROD005,2026-03-12,158.38,2,Credit Card,Completed
07048a13-70f2-416c-850e-c9b037eb1142,CUST011,PROD001,2026-03-22,90.71,3,Bank Transfer,Completed
2f8aea54-7417-4817-98a3-f840c5fa7e0d,CUST011,PROD007,2026-02-13,181.57,2,   CrEdIt CaRd   ,Completed
a4d56b1e-c060-4eda-b9a7-c7d0f6c7cf24,CUST011,PROD008,2026-04-11,237.46,3,   CrEdIt CaRd   ,Completed
6b0ed4f1-8597-4e41-b177-87cf24b3081a,CUST011,PROD001,2026-05-16,,2,Bank Transfer,Completed
17d0bfb8-0061-4a01-b1d8-813d22e43575,cust011,PROD002,2026-06-10,204.84,1,Bank Transfer,Completed
6fdf212a-9359-4007-96a2-05d7f5ece3ba,CUST011,PROD008,2026-04-28,237.46,2,PayPal,Completed
d51ac79f-a8ed-4574-91b8-2db449693c53,CUST011,PROD006,2026-06-19,280.01,3,PayPal,Completed
d135d9db-4617-4d77-a379-de24196c1817,CUST011,PROD009,2026-04-27,,2,Bank Transfer,Completed
458203f2-86ec-4388-a959-0a6e2a7d79b4,CUST011,PROD010,2026-03-23,,1,   CrEdIt CaRd   ,Completed
f243de89-0af6-4d4b-ad0b-010a972bc86f,CUST012,PROD005,2026-04-15,158.38,1,Credit Card,Completed
5ab093d1-8fe7-4c2d-b6ed-dc274dfa10d3,CUST012,PROD007,2026-01-25,181.57,1,Bank Transfer,Completed
1c530000-b4af-4c12-a75f-b39f16cf285b,CUST012,PROD006,2026-02-08,280.01,3,PayPal,Completed
e84f6067-680b-41f4-a3dc-cf66e528ae3a,CUST012,PROD007,2026-02-13,181.57,2,Bank Transfer,Completed
1f2c67b9-a9ad-40b7-a2f7-f2e45eb5e6a9,CUST012,PROD008,2026-05-31,237.46,3,Bank Transfer,Completed
172b6d0d-cffe-40ff-a075-d1106b12bb1e,CUST012,PROD009,2026-02-14,,1,Bank Transfer,Completed
787e6c2b-a196-4e49-b475-0c6f9d3da98c,CUST012,PROD008,2026-06-26,237.46,2,Bank Transfer,Completed
a2ed69ec-915b-4985-b108-a0a3da0357d9,CUST013,PROD007,2026-02-24,181.57,3,PayPal,Completed
d3b1e738-93f1-45f3-a8db-c8bc0539bba9,CUST014,PROD007,2026-03-15,181.57,2,Bank Transfer,Completed
0ed991fc-da5a-435c-bc85-c9fa44c939b9,cust015,PROD009,2026-03-13,,2,Bank Transfer,Completed
d066f66d-fc82-496c-a866-d4ab5c007be8,CUST015,PROD010,2026-02-20,77.0,2,   CrEdIt CaRd   ,Completed
14fba7c9-4aa3-4d04-8b53-5258bd145b19,CUST015,PROD003,2026-04-01,,1,Credit Card,Completed
52da0203-3f6e-446f-8287-0207cb3aa494,CUST015,PROD002,2026-05-10,204.84,2,Bank Transfer,Completed
019420fb-288c-46f6-ab39-afaa17b468e3,CUST015,PROD006,2026-03-14,280.01,2,PayPal,Completed
7d98d964-b6c0-466e-8809-d00c43de7e42,CUST015,PROD009,2026-04-28,,3,Bank Transfer,Completed
e178b514-b398-4cd6-bb5f-a3584ea22cd2,CUST016,PROD009,2026-02-08,,3,   CrEdIt CaRd   ,Completed
1a74d512-c21a-473f-bdaa-0eb0eeaf5f2d,CUST016,PROD005,2026-02-23,158.38,1,PayPal,Completed
16559e57-c142-458a-adc9-2e3781c9d13d,CUST016,PROD009,2026-01-28,,1,   CrEdIt CaRd   ,Completed
10721e70-1e8f-4e00-8998-ca2f4eb8cac3,cust016,PROD007,2026-03-23,181.57,2,Credit Card,Completed
518b6217-4c88-4d98-affa-b7d1fd7bc117,CUST016,PROD002,2026-04-18,204.84,2,Credit Card,Completed
188c6820-d692-4f61-b238-ed0d0f4cdab1,CUST016,PROD008,2026-03-13,237.46,3,   CrEdIt CaRd   ,Completed
dd4cb9cb-eb34-4ebf-9c80-bd2c48490b9a,CUST016,PROD005,2026-03-24,158.38,,PayPal,Completed
b5df51f4-7f66-4b08-bacc-40db6d21c7a6,CUST016,PROD001,2026-06-13,90.71,3,Credit Card,Completed
3bba7b68-48bb-4510-9fe7-c275cdd00a23,cust016,PROD010,2026-03-02,77.0,3,Credit Card,Completed
2bf5aadd-20ac-40df-b2fc-0a5c50428856,CUST016,PROD003,2026-05-02,352.06,2,   CrEdIt CaRd   ,Completed
cd5b17ea-d078-4aae-9161-09f779c4031f,CUST016,PROD003,2026-04-07,352.06,3,   CrEdIt CaRd   ,Completed
84aaf2a9-4ebf-4199-9c45-2a3d4e1023b7,CUST016,PROD008,2026-04-19,237.46,1,Credit Card,Completed
16c1f1eb-c27d-4c78-a959-bb82de87aabc,CUST016,PROD005,2026-02-14,158.38,2,   CrEdIt CaRd   ,Completed
bc064e6e-5ebd-4579-9967-e91d3731a099,CUST016,PROD010,2026-02-07,77.0,two,Bank Transfer,Completed
1fd728e0-046c-4192-9781-85fbf11bac8c,CUST017,PROD006,2026-07-08,280.01,3,Bank Transfer,Completed
15b637c7-368f-4a8d-b9aa-4e83f40b50d2,CUST017,PROD003,2026-06-02,352.06,2,   CrEdIt CaRd   ,Completed
f51d6656-bee5-4373-ac63-66206adb2048,CUST017,PROD005,2026-03-21,158.38,3,   CrEdIt CaRd   ,Completed
531afdd5-7472-4974-bf78-eb435d1d9c49,CUST017,PROD005,2026-03-01,158.38,1,Credit Card,Completed
4b76b2e9-2f5d-4a6b-b7f5-5478a26092e4,CUST017,PROD003,2026-04-14,352.06,2,PayPal,Completed
2f7fc0fe-d2f8-44c3-8540-d581628abe2c,CUST017,PROD006,2026-04-07,280.01,3,   CrEdIt CaRd   ,Completed
abc48fc3-8d7d-4ceb-9096-59ff645c5bb3,CUST017,PROD002,2026-07-03,204.84,2,Credit Card,Completed
f9ed79a4-10d1-4fbd-91a8-4e008a4cf985,CUST017,PROD001,2026-02-12,90.71,3,Credit Card,Completed
61cc9eec-8099-43c4-874b-79e107cf31f0,CUST018,PROD007,2026-06-05,181.57,3,PayPal,Completed
32496b94-21cf-41d3-b965-a0c5d876429c,CUST018,PROD004,2026-03-29,467.7,3,Credit Card,Completed
d1175376-dc6c-44c5-9333-f628ca817b3f,CUST018,PROD005,2026-05-03,158.38,3,Bank Transfer,Completed
897d1d9a-734c-4ea5-8dc7-f994f32cbbd1,CUST018,PROD009,2026-03-24,,3,Credit Card,Completed
a363922d-a396-48a1-a683-12e350230552,CUST018,PROD010,2026-07-09,77.0,two,Bank Transfer,Completed
adff68b4-de73-4f36-93ca-36abcfa19ce9,CUST018,PROD009,2026-05-04,,2,Bank Transfer,Completed
5b74a10a-9f7b-4388-b5e4-59f21d00d09d,CUST018,PROD007,2026-05-09,181.57,2,Credit Card,Completed
3221f7eb-f113-4a04-8f13-b1ea2db38d64,CUST018,PROD003,2026-04-01,352.06,3,PayPal,Completed
4fe9b2b8-e24a-46e2-9e3f-ddd716d56548,CUST018,PROD007,2026-01-24,181.57,3,Credit Card,Completed
71b0056d-26e4-47d1-b67b-438a47f373a4,CUST019,PROD008,2026-07-07,$237.46,2,Credit Card,Completed
f1b9bd87-e26d-439e-889f-da56ed609b70,CUST019,PROD006,2026-02-04,280.01,3,PayPal,Completed
5e01c045-f6fb-419f-af26-0e79c022bf23,CUST019,PROD004,2026-05-15,467.7,3,Bank Transfer,Completed
e646fb6a-5845-4291-af2d-a43ad9434243,CUST019,PROD009,2026-05-05,,3,PayPal,Completed
ba041bbd-fa55-4f3d-bb59-ddf9f56b1d61,CUST019,PROD003,2026-05-04,,1,Credit Card,Completed
62f05a48-59c5-41f5-b323-0c162bd3e6dd,CUST019,PROD008,2026-05-09,237.46,,   CrEdIt CaRd   ,Completed
0ec8a94b-712f-4f99-8e13-68e086b85177,CUST019,PROD002,2026-03-10,204.84,1,   CrEdIt CaRd   ,Completed
04b60485-3cc2-4067-9c61-256a70b69f79,CUST019,PROD006,2026-04-17,280.01,1,   CrEdIt CaRd   ,Completed
5e6e52eb-071d-4b1d-bd1b-bcf966013839,CUST019,PROD001,2026-04-12,90.71,3,   CrEdIt CaRd   ,Completed
c7450878-a93c-4400-80fc-4f019dbe9d96,CUST019,PROD003,2026-04-27,352.06,3,Credit Card,Completed
658b4438-5feb-45b9-99f6-3dde7fdfa28b,CUST019,PROD009,2026-05-20,,2,PayPal,Completed
d5ddf9bc-8c6d-41cd-95bd-754c62d5e99b,CUST019,PROD002,2026-06-10,204.84,2,Credit Card,Completed
6a3c2869-3aa8-4db3-b90d-6cd2b4c888dd,CUST019,PROD001,2026-02-13,90.71,1,Credit Card,Completed
31c2af48-a9f6-48e4-8f77-0133620feaf1,CUST019,PROD005,2026-02-14,158.38,2,Credit Card,Completed
3ec5392e-2b93-4976-9f00-9681e59c0c81,CUST019,PROD008,2026-03-13,237.46,3,PayPal,Completed
d41a34df-7b1a-4baa-87dd-3d9ac3895fa6,CUST020,PROD010,2026-06-09,77.0,1,Credit Card,Completed
fabaf54d-772b-4754-87d2-aeb3814ff605,CUST020,PROD008,2026-07-08,237.46,3,PayPal,Completed
78de638b-0b0c-4066-8148-b67cefbcb968,CUST021,PROD009,2026-04-21,,1,   CrEdIt CaRd   ,Completed
78e360f1-2c98-4942-b2be-d07cda250047,CUST021,PROD008,2026-02-01,237.46,2,PayPal,Completed
ce1fe425-bd61-4d46-949d-fc72a9bdfc14,CUST022,PROD007,2026-04-11,181.57,3,   CrEdIt CaRd   ,Completed
339f73c5-46a1-4e7f-96fd-47c7c99a593d,CUST022,PROD008,2026-01-25,237.46,1,Credit Card,Completed
ce5bc4ee-283a-48b2-a982-826c8134d5c0,CUST022,PROD006,2026-03-14,280.01,3,PayPal,Completed
06d19c22-99cc-43a9-a9f4-e89ce834debe,CUST022,PROD001,2026-05-16,90.71,3,Bank Transfer,Completed
efb1ba25-ce10-4841-b6cd-3562b2cfa9ef,CUST022,PROD004,2026-02-26,467.7,2,   CrEdIt CaRd   ,Completed
d6d38ad2-944c-4738-ab90-b92dc4ed57d2,CUST022,PROD009,2026-02-05,99999999,2,PayPal,Completed
2a65eb9d-f56d-4cd6-a23d-ba7c86be9e03,CUST022,PROD001,2026-07-01,90.71,2,PayPal,Completed
2d50cdd4-d3b1-4d3c-976f-f5882bc91087,CUST022,PROD009,2026-03-09,,1,Bank Transfer,Completed
aa66490b-04c2-4e6e-86c8-e61541ecd5b0,CUST022,PROD008,2026-02-26,237.46,1,Credit Card,Completed
51458f8a-eb80-42f3-be49-45910a574ab8,CUST023,PROD004,2026-05-12,467.7,1,Bank Transfer,Completed
0bce3d77-8b20-4c5a-97a3-6b5abcf289d6,CUST023,PROD004,2026-04-30,467.7,3,PayPal,Completed
