interaction_id,customer_id,campaign_id,channel,send_date,opened,clicked,converted
6eb5fdaa-bfad-4b0e-8d2e-0eaca4c3b8bd,CUST027,CAMP002,Search,2026-01-30,False,False,False
c01b5296-d7f1-4ec2-a370-8e711c3221ba,cust027,CAMP004,Webinar,2026-03-26,True,False,False
981d596a-d187-49c8-ba03-6788a470d657,CUST028,CAMP004, eMail ,2026-04-15,False,False,False
0739a11f-d73a-463d-8251-14f9b2032b3b,CUST028,CAMP008,Search,2026-06-04,False,False,False
05c58b1e-bfa9-4819-9e2e-da5d770baac3,CUST028,CAMP002,Social Media,2026-05-21,False,False,False
,CUST028,CAMP003,Search,2026-05-26,False,False,False
,CUST028,CAMP006,Search,2026-05-05,False,False,False
f280e6f5-28f6-437a-920e-a82c03094792,CUST029,CAMP007,Social Media,2026-07-07,True,True,True
492d3aae-9af2-4d30-8169-f501db951123,CUST029,CAMP009,Social Media,2026-05-04,True,False,True
6d2a7efa-e337-46d4-bb47-753fddde4fb0,CUST030,CAMP004,Social Media,2026-06-24,True,False,False
80b16e8b-7944-4d9c-9e18-113ac1843e3e,CUST030,CAMP008,Webinar,2026-06-22,False,False,True
d68c1e28-d737-4bd7-8a2e-d5ea7d5acf20,CUST031,CAMP010,Email,2026-03-11,True,False,False
c35f709d-032c-4da1-813b-3789b1712143,CUST031,CAMP009,Webinar,2026-05-25,False,False,False
b97b1fc6-5b7c-4d03-9f36-43748d1f8541,cust031,CAMP005,Search,2026-03-20,False,False,False
a619bd3a-43bd-47fa-948b-1d14ce112378,CUST032,CAMP007,Search,2026-05-27,False,False,False
,CUST032,CAMP004,Search,2026-05-18,False,False,False
bb1f36bb-66b2-48e9-b194-f9d102a7db39,CUST032,CAMP010, eMail ,2026-05-13,True,False,False
,cust032,CAMP010,Social Media,2026-04-02,True,False,False
,cust033,CAMP001,Social Media,2026-01-25,True,True,False
b7a10859-02f7-4e5c-9b07-b16bb678ad34,CUST033,CAMP006,Email,2026-02-07,True,True,True
,CUST033,CAMP005,Social Media,2026-07-06,True,True,False
bfefb7f7-9b09-484d-a07e-01a66e7587a2,CUST034,CAMP003,Email,2026-04-04,True,False,False
6f82dc22-5574-4590-89f1-210014134a0d,CUST034,CAMP004,Webinar,2026-05-11,False,True,True
11cc65e4-fb93-40e9-8ca5-b6d2ffec70f8,CUST035,CAMP004,Search,2026-04-08,True,False,False
9c0254f8-b6e9-4103-aaf9-3e57ec2b3b95,CUST035,CAMP010, eMail ,2026-06-30,True,False,False
25178ad9-003f-44c9-856c-1bea385b4f53,CUST035,CAMP004,Social Media,2026-05-16,False,False,False
,cust035,CAMP010,Search,2026-03-23,False,False,False
2767ba82-6381-48d9-a05d-170658fb3bb5,CUST036,CAMP008,Email,2026-04-07,True,True,True
d146e5fb-3aa7-4947-afcf-a039deac62eb,CUST036,CAMP007,Webinar,2026-03-05,False,True,True
,CUST036,CAMP008,Webinar,2026-03-12,True,True,True
,CUST036,CAMP009,Webinar,2026-04-07,False,False,True
b588af46-a76e-4b68-aab7-405dd850f44c,CUST037,CAMP005,Search,2026-04-04,True,False,False
,CUST037,CAMP008,Social Media,2026-04-13,False,False,False
42458576-2fe9-4224-9f49-085991a54bcb,CUST037,CAMP009,Social Media,2026-05-31,True,False,False
2a45df24-98a0-4678-87a9-2d84f78dc96f,CUST038,CAMP002,Webinar,2026-04-20,True,False,True
5b08584e-68e9-4fab-9cce-76f68f2b44e5,CUST038,CAMP006,Social Media,2026-06-06,True,True,False
06fbfbc6-d54a-4efb-94fb-90267b2ef632,CUST038,CAMP002, eMail ,2026-02-25,False,True,False
04cab6db-e03c-4c6b-afb3-627c24ec9025,CUST038,CAMP005,Search,2026-06-17,False,True,True
f92491da-42a8-44ae-9414-2d47688b31b0,cust038,CAMP007,Search,2026-03-30,True,True,False
22c01c26-4f63-43f0-bb7f-7bc91b8a254d,CUST039,CAMP007,Email,2026-04-26,True,True,False
3f5a9718-db15-4ceb-bdf3-82a3dbf88cdf,CUST039,CAMP003, eMail ,2026-05-12,True,True,False
,CUST039,CAMP002,Email,2026-03-07,True,True,False
9c9ba4dd-9260-4ded-a7cb-9bea45efed44,CUST039,CAMP010,Email,2026-06-06,False,True,False
a03a0ea7-e7d3-465c-9984-a51a34849bb4,CUST039,CAMP001,Webinar,2026-04-21,False,True,True
537c32dd-516c-425b-817a-3f1013983633,CUST040,CAMP008,Email,2026-06-14,False,True,True
b18799de-a5c3-4d35-b220-b587e67150b7,CUST040,CAMP003,Webinar,2026-05-20,True,True,True
,CUST041,CAMP005,Social Media,2026-06-21,False,True,False
,CUST041,CAMP004,Social Media,2026-07-16,True,True,False
a585f2a0-5f65-4c24-810f-5802074c30ef,CUST041,CAMP008,Webinar,2026-03-16,False,False,False
,CUST041,CAMP004,Social Media,2026-05-04,False,True,False
642dd4a8-364d-4d78-93ca-bec114b7c70f,CUST042,CAMP009,Social Media,2026-01-21,False,False,False
,CUST042,CAMP001,Social Media,2026-07-07,False,False,False
,CUST042,CAMP001,Search,2026-03-23,False,False,False
da973957-7694-481f-bd8c-b65649ef899f,CUST042,CAMP004,Email,2026-03-29,True,False,False
,CUST043,CAMP002, eMail ,2026-06-22,True,False,False
,CUST043,CAMP003,Email,2026-04-09,False,False,False
b5962749-ff9f-4ef0-a089-6db05bfdb9e3,CUST044,CAMP006,Webinar,2026-04-04,False,True,True
,CUST044,CAMP010,Email,2026-06-28,False,False,True
5509a9d9-4f78-4d8b-8c13-bcdc5c443749,CUST044,CAMP010,Webinar,2026-06-13,True,True,False
,CUST045,CAMP008,Webinar,2026-01-22,False,False,False
,CUST045,CAMP009,Webinar,2026-04-05,True,False,False
,CUST045,CAMP001,Social Media,2026-03-28,True,False,False
,CUST045,CAMP003, eMail ,2026-04-16,True,False,False
6a581577-566f-4c00-bd84-12181c13172a,CUST046,CAMP010,Email,2026-06-25,False,True,True
,CUST046,CAMP002,Email,2026-02-22,True,False,False
b841fd32-c227-4989-a1d6-ae3bc05038e9,CUST046,CAMP001,Social Media,2026-04-17,True,False,False
06ef3663-3b25-4eb6-996a-09e63c7c2abd,CUST046,CAMP003,Email,2026-04-17,True,False,False
,CUST046,CAMP002,Email,2026-03-01,False,True,True
,CUST047,CAMP004,Search,2026-07-09,True,False,True
,CUST047,CAMP010,Email,2026-06-10,False,False,False
a64956a1-f04b-43ca-ab4d-ec5edc0610c4,CUST047,CAMP001, eMail ,2026-05-18,False,False,False
937ab6c7-d390-4fa1-90af-53ac75521ea0,CUST047,CAMP003,Search,2026-03-06,True,True,True
44bb5214-93b7-461d-8d5f-4472fe4a7956,CUST048,CAMP003,Social Media,2026-06-14,True,False,False
b12697a9-6689-498a-b4e5-3ccb95c0a26a,CUST048,CAMP003, eMail ,2026-02-22,False,False,False
,CUST048,CAMP003,Social Media,2026-07-13,True,False,False
,CUST048,CAMP002,Search,2026-02-02,True,False,False
f977b799-4ccd-40da-b044-e8d216439e12,cust049,CAMP004,Email,2026-05-10,True,False,False
,CUST049,CAMP008,Webinar,2026-04-06,False,False,False
d1c05529-074a-41b6-8953-9252df9c5a87,CUST049,CAMP009,Social Media,2026-04-28,False,False,False
,CUST050,CAMP007,Search,2026-04-07,True,False,False
,CUST050,CAMP001,Email,2026-07-16,True,False,True
bfba1434-422a-4665-afd0-c178d442f92f,CUST051,CAMP003, eMail ,2026-06-11,False,False,True
00a1336f-306b-4c6b-aeab-04e8b6f304a5,CUST051,CAMP002,Social Media,2026-06-02,False,True,True
728625f1-32e2-45b9-bdb9-0cb459b8a08e,CUST052,CAMP008,Webinar,2026-03-04,True,False,True
955c25ba-d292-4143-81eb-66d60bae344d,CUST052,CAMP003,Email,2026-05-16,True,False,True
456ae6ce-1f15-481b-90af-f7837eb4697a,CUST053,CAMP002,Email,2026-05-04,False,False,True
,CUST053,CAMP004, eMail ,2026-02-28,True,True,True
8b40249b-ea26-4f7b-a868-613d7d73d6eb,CUST053,CAMP008,Social Media,2026-06-08,False,False,False
,CUST053,CAMP010,Search,2026-06-12,True,False,False
,CUST054,CAMP001,Email,2026-06-07,True,False,False
d470dca8-adef-4331-abe1-f5e76d22ec14,CUST054,CAMP002,Social Media,2026-01-20,False,True,True
,CUST054,CAMP009,Email,2026-01-28,False,False,False
,CUST054,CAMP007,Webinar,2026-06-18,True,False,True
,CUST055,CAMP008,Email,2026-04-06,False,False,True
85d974b0-324e-4502-81db-9d9f75b06d05,CUST055,CAMP008,Email,2026-02-22,False,True,True
,cust056,CAMP007,Search,2026-04-22,False,True,False
,CUST056,CAMP003,Webinar,2026-03-12,False,True,True
ef63699a-5e39-4936-9f84-b550979ceae1,CUST056,CAMP005,Social Media,2026-04-26,False,False,True
,CUST057,CAMP003,Webinar,2026-07-02,True,True,False
,CUST057,CAMP005, eMail ,2026-05-22,False,True,False
,cust058,CAMP002,Email,2026-05-27,False,False,False
,CUST058,CAMP005,Search,2026-05-16,True,False,False
3c6e37e8-0452-4e6c-9b42-52677843fa16,CUST058,CAMP005,Search,2026-05-10,False,False,False
6248c1a8-10f7-4040-bc63-236dfe0a574d,CUST058,CAMP009,Social Media,2026-05-02,True,False,False
f2a183d9-360f-44e4-b956-f3fec672e315,CUST058,CAMP008,Search,2026-03-31,False,False,False
,CUST059,CAMP003,Social Media,2026-06-26,False,False,False
,CUST059,CAMP008,Social Media,2026-06-14,True,False,False
c70b3c34-c861-4bdc-ba38-8af84fb6d941,CUST059,CAMP007,Email,2026-06-18,True,False,False
b79ad539-aaff-4ead-b5b6-4e88e50f4266,CUST059,CAMP004,Webinar,2026-03-13,True,False,False
ce4d1bea-59aa-4e20-ab34-e464fddaf220,CUST060,CAMP004,Webinar,2026-03-02,True,False,False
a277b80f-34f7-4607-9d5e-ebdab6f8229a,CUST060,CAMP005, eMail ,2026-02-23,True,False,False
43b35333-8a05-490a-94fb-cbdde91b54a1,CUST060,CAMP008, eMail ,2026-06-22,False,False,True
5cb89ff1-29fd-4b50-aa95-bfb9c296075e,CUST060,CAMP004,Social Media,2026-06-02,False,True,False
8a4cd06b-2b97-4ad9-8a9b-f48df2c74776,CUST061,CAMP004,Webinar,2026-03-10,True,False,False
,CUST061,CAMP002,Search,2026-01-21,False,False,False
06f4018b-0035-4b7f-84aa-6b2e103889b8,CUST062,CAMP002,Email,2026-03-20,True,False,False
f48ee525-e12f-4aae-965e-60a6cf916350,CUST062,CAMP005,Email,2026-03-26,False,False,False
,CUST062,CAMP001,Social Media,2026-05-16,True,False,False
b224a746-5729-490d-a7d2-297d0bccdaee,CUST063,CAMP003, eMail ,2026-03-15,False,True,False
edbbc29e-45b2-48c0-bd21-48c4bb04512f,CUST063,CAMP008, eMail ,2026-03-02,False,False,False
,CUST063,CAMP004,Search,2026-07-05,False,False,True
174b9c66-df64-4419-9d9a-815c38fea021,CUST064,CAMP008, eMail ,2026-05-18,True,False,False
23683494-d0db-42af-a630-7a1ecad8ee71,CUST064,CAMP010, eMail ,2026-06-29,True,False,False
b0432bb4-82fe-489d-a50c-be76904cc485,CUST064,CAMP010,Email,2026-02-02,True,False,False
,CUST065,CAMP006,Search,2026-05-04,True,True,False
e4949a98-32b1-434b-b828-f28c049915f2,CUST065,CAMP007,Social Media,2026-07-02,True,False,True
6114d614-ad76-44d1-9d8d-7e6971524b98,CUST066,CAMP007, eMail ,2026-05-01,True,False,False
dc716f93-258c-48a1-9c5c-2e762165fbbd,CUST066,CAMP005, eMail ,2026-01-29,True,False,False
,CUST066,CAMP010,Webinar,2026-06-12,True,False,False
fba45c46-360a-48e1-9718-95b268e98608,CUST067,CAMP003,Email,2026-04-18,False,False,True
33a82f8f-c312-434b-91e3-26fa752fb685,CUST067,CAMP008,Email,2026-04-18,True,True,False
d93fcdbc-c8e9-46f7-889c-6a6d4c4f35ea,CUST067,CAMP004,Email,2026-03-10,False,True,True
43374621-d100-4fbb-913b-e5a0244961ac,cust067,CAMP009, eMail ,2026-03-30,False,False,True
070b976e-c2de-4751-abe8-cb66ab8d3879,CUST068,CAMP006,Search,2026-04-14,False,False,True
2be0fb80-d601-40bf-ac13-875b585646ee,CUST068,CAMP003,Email,2026-05-08,False,False,False
a69199b9-bc24-4043-a84e-1df7dceb4a50,CUST068,CAMP002,Social Media,2026-05-30,False,False,True
a2f81355-5b08-4e1b-ac7c-2e14bd273a17,CUST068,CAMP009,Email,2026-03-29,True,False,True
,CUST069,CAMP004,Email,2026-02-26,False,True,False
,CUST069,CAMP005,Webinar,2026-04-13,True,True,False
196d3ac4-4411-48af-8f3e-49e7ea988d54,CUST069,CAMP007,Social Media,2026-06-11,True,True,True
,CUST069,CAMP004,Social Media,2026-06-06,True,False,True
b7e451aa-0653-42f2-9bc3-7efc5d28e814,CUST069,CAMP008,Webinar,2026-05-01,True,True,True
33534548-f46f-456a-8193-f5a3f26a1c01,CUST070,CAMP009,Email,2026-02-21,True,False,False
,CUST070,CAMP009,Search,2026-04-27,True,False,False
0eac5da1-22b2-4e8c-8ff6-5ccc07faa060,CUST070,CAMP006,Webinar,2026-06-16,True,False,False
9d86c569-d891-4402-bcd0-d063462a856d,CUST070,CAMP008,Search,2026-03-24,True,False,False
a7cdf2be-e78c-4a8b-8051-9a91ffd23a0e,CUST070,CAMP010, eMail ,2026-02-02,True,False,False
f89799ea-9fd6-43d0-a7ce-4836e270604c,CUST071,CAMP004,Social Media,2026-07-04,False,False,True
b4295100-b69a-44a4-a6b0-72d572386c6f,CUST071,CAMP007,Search,2026-06-06,False,False,True
,CUST071,CAMP003,Webinar,2026-05-12,True,True,True
563a7379-a3da-4063-a5e6-d708f2b902c9,CUST072,CAMP005,Email,2026-01-27,True,False,True
d6b667b0-4b8c-4c95-85cf-d02c0a30e6ad,CUST072,CAMP010,Search,2026-03-25,False,False,False
e3697e15-364c-4726-86be-10e3a9f84f8c,CUST072,CAMP008,Search,2026-05-15,False,False,True
fd21d810-7a68-49fd-bcce-7886879b7464,CUST073,CAMP001,Email,2026-04-19,True,False,True
96cfbed1-f9ec-49f0-bf8d-145a21bd5b06,CUST073,CAMP006,Social Media,2026-07-01,True,False,True
91a54e91-e822-4018-9233-9bfcf87ea0bb,CUST074,CAMP009,Webinar,2026-06-18,True,False,True
,CUST074,CAMP004,Email,2026-05-06,False,True,False
,CUST074,CAMP008, eMail ,2026-02-10,True,True,True
,CUST074,CAMP007,Social Media,2026-07-13,True,False,True
,CUST074,CAMP008,Webinar,2026-03-23,False,False,True
cc256089-1605-4bc0-8c28-17cff1eca9ea,CUST075,CAMP010,Search,2026-05-09,False,True,False
c6c57688-d5f9-4ac8-ac06-8963120e2127,CUST075,CAMP007,Search,2026-04-20,False,True,False
c76325c0-98eb-452a-8dbd-1990bc1cc398,CUST075,CAMP005,Email,2026-02-16,False,False,True
,CUST075,CAMP010,Webinar,2026-02-05,False,True,False
,CUST076,CAMP007,Webinar,2026-04-29,False,False,False
d0dd4e7a-4d65-4e6a-b750-b7ac05307a67,CUST076,CAMP003,Search,2026-02-24,False,False,False
935d87c9-13ee-4ae5-b510-5523a98db399,CUST076,CAMP009, eMail ,2026-01-31,False,True,True
97ce62ef-03bb-4580-9fe4-376a6cf3ebac,CUST077,CAMP007,Webinar,2026-05-21,True,True,True
,CUST077,CAMP005,Social Media,2026-02-17,False,True,False
41b572ca-1e37-488e-8296-70cc1375d668,CUST077,CAMP004,Webinar,2026-06-08,False,True,True
908f59dc-9bbe-46ac-962a-e5a5559cd729,CUST078,CAMP007,Webinar,2026-05-15,True,True,True
ecd5a32c-308d-4db5-909c-c05200793de2,CUST078,CAMP005,Search,2026-07-08,False,False,True
d8a3d194-521a-4de3-a535-fff4d603f7c0,CUST079,CAMP006,Search,2026-05-18,True,False,False
,CUST079,CAMP003,Search,2026-06-21,True,True,True
80adf3be-0453-452b-8c3c-579aa9dc3eff,CUST079,CAMP006,Webinar,2026-05-23,True,True,True
,CUST079,CAMP001, eMail ,2026-01-27,False,True,False
1805623d-e60e-4baf-955e-d585d9818b88,CUST080,CAMP010,Webinar,2026-07-12,True,True,False
29c9d937-d294-47cc-aba8-fa64e2eb387f,CUST080,CAMP006, eMail ,2026-04-25,True,True,False
a153a3a1-1b73-4e05-bd34-47859c6badcc,CUST080,CAMP003,Search,2026-03-04,True,True,False
f5c2b704-7467-466d-9e2b-a0032d3cec46,CUST080,CAMP008,Search,2026-04-29,True,True,False
8a04b439-52d7-4980-a565-020f8e4b4c1f,CUST081,CAMP007,Search,2026-06-16,True,False,False
ace59a4e-e08f-4d4e-a190-17347456f7d4,CUST081,CAMP008,Email,2026-01-26,True,False,False
96f1fe3d-1aeb-478f-a817-69f26aa3ea2e,CUST081,CAMP004,Social Media,2026-02-25,True,False,False
dcec342a-449d-4d4a-950d-c8cf28fd35bc,CUST081,CAMP008, eMail ,2026-04-24,False,False,False
7b110873-9f2e-42c6-901f-2616e25ddb81,CUST082,CAMP007,Webinar,2026-02-25,False,False,False
5b36e214-102e-48bd-b743-4f20dde4c568,CUST082,CAMP003,Email,2026-05-11,True,False,False
9634e7e7-f64f-4cc0-9d0f-f99cfa19df1d,CUST082,CAMP008, eMail ,2026-02-20,False,False,False
,CUST082,CAMP006,Search,2026-06-09,False,False,False
34be3ea2-6bde-41fd-8a53-4d9cb383525c,CUST083,CAMP003,Webinar,2026-03-28,True,False,False
303a9c1b-b229-4340-bf7a-cb3fb77dd1ed,CUST083,CAMP006,Webinar,2026-06-11,False,False,False
e3bcfa69-8961-4184-b7f7-9b0810532319,CUST083,CAMP003,Email,2026-03-23,False,False,False
,CUST084,CAMP002,Email,2026-03-05,False,True,False
eec6a73e-027b-4fcc-9baa-f2ad4d57390a,CUST084,CAMP003,Webinar,2026-06-22,False,False,False
0597c713-3c3f-48e9-8559-4f69682fb11c,cust085,CAMP006, eMail ,2026-04-18,False,True,True
67ba8a94-d6fa-4f89-a483-0148ec8a54b2,CUST085,CAMP002,Webinar,2026-04-28,True,False,True
d527f7dd-57e4-4f71-9ced-a88576732fdf,CUST085,CAMP009,Email,2026-06-19,True,True,False
,CUST085,CAMP005,Email,2026-02-16,True,False,False
fc4a6dc9-8276-4f25-a26c-9ad4e47e44ba,CUST085,CAMP005, eMail ,2026-05-14,True,True,False
e7104614-d4c6-4124-ac32-b7145a9eab37,CUST086,CAMP006,Email,2026-05-02,True,False,False
,cust086,CAMP004, eMail ,2026-03-13,False,False,False
a383a546-d579-4ee0-a89c-5f5fbc25a91f,CUST087,CAMP002,Email,2026-03-10,True,True,False
95909244-48e1-478c-97ba-045d35076b7d,CUST087,CAMP002,Search,2026-06-09,True,False,True
e0f122c9-b8b3-4da4-bc08-dae46eaf6e7d,CUST087,CAMP004,Social Media,2026-07-04,False,False,False
8cf09100-f648-4ae7-9c1f-02eb512df42e,CUST087,CAMP006, eMail ,2026-07-01,False,True,True
,CUST088,CAMP001,Email,2026-05-19,False,False,True
7afaad13-db1a-4baf-a0e7-383bf130027b,CUST088,CAMP005, eMail ,2026-07-02,True,False,False
4a09460c-9af8-4b7b-b40c-cd20cacd94d2,cust088,CAMP003, eMail ,2026-03-27,False,False,True
cd4345c9-31a1-4cfe-8721-32fe89e01161,CUST089,CAMP005, eMail ,2026-07-04,False,False,False
a62d1934-80bd-42ee-ba3f-489ee2b91d89,CUST089,CAMP006,Webinar,2026-04-04,False,False,False
6cead053-44a7-4fd7-b134-160f18fb38b3,CUST090,CAMP005,Search,2026-01-24,True,True,True
,CUST090,CAMP001,Social Media,2026-02-26,False,True,True
b810b7eb-41dd-4435-be5a-c1a7a4930a1f,CUST091,CAMP010, eMail ,2026-03-09,True,False,False
e0a67983-9b9a-4bfb-b51d-706094f46cfd,CUST091,CAMP005, eMail ,2026-06-22,True,False,False
