ticket_id,customer_id,issue_date,resolution_date,category,severity,status,csat_score
bc3c3885-8a87-49b1-b775-4e86c84fc687,CUST043,2026-06-25,2026-07-17,Technical,High,Resolved,3
6f1b58e4-6f5a-4443-9036-fa262b6a3349,CUST043,2026-03-01,2026-07-15,Billing,High,Resolved,2
ba27ca7b-d347-4df7-ab8a-3ff174427345,CUST043,2026-04-02,2026-07-18,Account,High,Resolved,3
6ec2124c-d622-4729-b011-7370640fb18c,CUST043,2026-06-27,2026-07-14,Technical,High,Resolved,2
813faf43-b1e2-4534-9baa-cc7ecf8c8779,CUST044,2026-06-25,2026-07-14,Account,Medium,Resolved,4
f5bd670d-ce35-4f22-8c0d-0e08c910302c,CUST045,2026-06-29,2026-07-14,Billing,High,Resolved,1
d8c2c648-232e-4aeb-a8a7-d3d2e7a1e4aa,CUST045,2026-05-13,,Billing,High,Resolved,1
53f2bd47-8931-4e79-8826-a87670195a23,CUST045,2026-02-04,2026-07-15,Account,High,Resolved,3
b9195cd2-ae8d-4eba-a3ef-0e2fef407035,CUST045,2026-07-16,2026-07-17,Account,High,Resolved,1
be483d56-2961-4195-b466-4af1a9cb011e,CUST045,2026-03-19,2026-07-16,Billing,High,Resolved,1
4d2ec9f4-c768-468b-8672-23594b7b065d,CUST046,2026-06-08,2026-07-16,Billing,Low,Resolved,5
c966ec3e-7191-4ac6-8616-a6c7a8a3b403,CUST046,2026-05-15,2026-07-17,Account, Low ,Resolved,5
7fc4d337-dd51-41a7-ae39-2a7027bc0c7a,CUST047,2026-01-20,2026-07-14,Billing,medium,Resolved,5
d6c89c7d-477d-4ad3-8c76-094a843d9454,CUST047,2026-07-10,2026-07-17,Account,Medium,Resolved,5
0611b98e-623e-4499-9e87-0b11e3386a29,CUST048,2026-04-20,2026-07-16,Billing,High,Resolved,2
b9b4438c-2864-4616-80ac-2fd88bba78d1,CUST048,2026-04-11,2026-07-18,Technical,High,Resolved,2
35836de1-e550-47d6-b9d0-ba4dbfc8dfab,CUST048,2026-01-29,,Account,High,Resolved,1
17117705-bff6-49ed-9ec7-cd1a09abac58,CUST048,2026-04-24,2026-07-15,Account,high,Resolved,3
ab8ba795-28ee-4f60-9854-7f003c6e01b1,CUST048,2026-06-03,2026-07-15,Account,High,Resolved,2
784ba6d0-851a-474f-9478-a0d8fd341329,CUST048,2026-04-01,2026-07-15,Billing,High,Resolved,2
5a6ab0e4-a672-4a15-9a6f-83ad19ca59c2,CUST048,2026-03-28,2026-07-16,Technical,High,Resolved,3
0bb1ec60-f118-4177-8e66-d3bf41819b2a,CUST048,2026-02-11,,Technical,High,Resolved,2
e7181ae7-8bd1-4319-83ff-b4528d0b6538,CUST049,2026-04-15,2026-07-16,Account,High,Resolved,1
25847e31-a5a9-4457-93d1-57a3679421ca,CUST049,2026-02-17,2026-07-17,Technical,High,Resolved,2
77605bff-dfb8-4313-a77d-18ad69205ad6,CUST049,2026-06-14,2026-07-18,Account,High,Resolved,3
6aa3b6e9-8192-4542-b65d-93dc24029cce,CUST049,2026-03-14,2026-07-14,Billing,High,Resolved,3
1eac3fb9-4f6b-4005-9c18-06e2bc895446,CUST049,2026-01-22,2026-07-14,Technical,High,Resolved,2
a6d2816b-51de-4031-ae7e-8cf1be2a0084,CUST049,2026-05-26,2026-07-16,Billing,High,Resolved,1
a26f35c2-88c7-4640-b675-1388c62da37c,CUST049,2026-02-14,2026-07-19,Technical,high,Resolved,1
de57f526-282e-4ffd-bbbb-ae8a6c2009a7,CUST049,2026-05-14,,Billing,High,Resolved,1
ef011127-38c9-4b00-bae9-2ab4096dbaef,CUST050,2026-03-31,2026-07-15,Technical,Low,Resolved,5
798c74c9-73cd-42b2-8990-08ffce3301be,CUST050,2026-07-16,2026-07-15,Technical,Medium,Resolved,5
2f5e737c-1bde-406a-bdd6-b541894042fd,CUST051,2026-04-05,2026-07-19,Billing,Medium,Resolved,4
cc1fe001-2587-4e71-92f8-c49b0dcfb6b0,CUST051,2026-05-01,2026-07-14,Technical,Low,Resolved,4
f3302ea9-fe11-4129-b9e4-61ce062f61be,CUST052,2026-05-04,2026-07-19,Technical,Medium,Resolved,5
32a8087e-a65a-4f1e-921d-263aba81c0b7,CUST052,2026-03-15,2026-07-14,Account,low,Resolved,5
ab9e103f-6691-4b22-b811-dbaa3ab2503c,CUST053,2026-05-15,2026-07-17,Account,Medium,Resolved,5
0d48ad6b-d546-4e41-bb6c-98c21cacce62,CUST054,2026-05-27,2026-07-14,Account,medium,Resolved,5
b1b0f949-36e6-41cb-a871-603d93d089cc,CUST055,2026-03-20,,Account,Medium,Resolved,4
d1bca56f-c84a-4d75-90ec-cb159ae4cf1b,CUST055,2026-02-14,2026-07-18,Billing,Low,Resolved,5
efe8fd38-57ef-48c3-8054-af24e59cdc8e,CUST056,2026-04-05,2026-07-17,Technical,Low,Resolved,5
b4b20cf2-eff9-42ba-b4e8-dc4bbe3ed363,CUST057,2026-06-29,2026-07-16,Technical,Medium,Resolved,4
bd5415fe-a55a-4645-975a-fe8f709e9e06,CUST057,2026-05-26,2026-07-19,Billing,Medium,Resolved,4
7716062a-b332-40f8-bd6c-46365a031fca,CUST058,2026-03-27,2026-07-19,Technical,High,Resolved,3
c1d85f93-bd74-4cde-b5ec-be9055fb26b1,CUST058,2026-04-17,2026-07-15,Account,High,Resolved,3
41ffc96a-6315-45d9-b7d6-74135441cfc0,CUST058,2026-02-26,2026-07-15,Account,High,Resolved,2
2c47fabe-5aed-4669-8be8-01d541f58645,CUST058,2026-03-26,2026-07-18,Account,High,Resolved,3
bbb32278-215b-4166-a4cf-601b93037d9b,CUST058,2026-02-13,2026-07-19,Technical,High,Resolved,2
0d1bb0f7-47c7-4675-bcdd-cc927f45ee17,CUST059,2026-02-05,2026-07-19,Account,High,Resolved,3
1481c413-b065-4d4a-8904-94750bc99c84,CUST059,2026-05-03,2026-07-16,Billing,High,Resolved,1
1bef60b3-ccd4-4a30-ad31-10b37fb7213e,CUST059,2026-02-03,2026-07-18,Billing,High,Resolved,1
b1bc17ac-d8b6-473e-bf0d-251486166ae3,CUST059,2026-02-23,2026-07-14,Account,High,Resolved,3
8e3e7a48-dbe2-44be-8f48-dc2a55c0ca60,CUST059,2026-04-04,,Billing,High,Resolved,3
4a6835ac-c18f-48a6-8fd6-ab626ef796a6,CUST059,2026-05-08,2026-07-16,Account,High,Resolved,2
18c641fd-8a2d-4972-8ab9-0e9ba89635e1,CUST061,2026-07-09,2026-07-17,Billing,High,Resolved,2
68c58a4c-1554-41e1-909e-ef2d23e9532c,CUST061,2026-05-10,2026-07-15,Billing,High,Resolved,2
3b2a1033-14ab-4de4-8f72-f848c0760311,CUST061,2026-05-07,2026-07-15,Billing,High,Resolved,1
f92e4939-25a7-431b-bf32-026bebba9990, CUST061 ,2026-05-11,2026-07-14,Account,High,Resolved,1
730e6ba6-e01b-4bbb-ace3-136a88e66c95,CUST061,2026-05-13,2026-07-18,Technical,High,Resolved,3
7218bbe2-109b-4eed-8487-6430c6e03d00,CUST061,2026-03-07,,Technical,High,Resolved,2
86196e10-19a9-4aef-a094-000de917c83b,CUST062,2026-05-29,2026-07-15,Billing, High ,Resolved,1
59eaf553-d8fe-4791-bb78-8460aca53568,CUST062,2026-07-18,2026-07-14,Billing,High,Resolved,2
a689079f-69f5-4c29-8da1-9ba6bb0c36f4,CUST062,2026-02-23,2026-07-16,Billing,High,Resolved,2
ba9543a7-8bc3-425e-9764-7984d56a27ec,CUST062,2026-07-11,2026-07-19,Technical,High,Resolved,1
02852bd8-af7d-4ffd-94a9-28c2a7b936cb, CUST064 ,2026-03-16,2026-07-18,Billing,Low,Resolved,5
61642c88-db3a-48d8-bdae-b7abec8ec42f,CUST064,2026-06-22,2026-07-16,Technical,Medium,Resolved,4
1aae9c2b-354e-4c97-8aec-92e79d46dccb,CUST066,2026-01-31,2026-07-16,Account,High,Resolved,2
8c12f289-07c1-4cd5-b3d2-ee234009e647, CUST066 ,2026-01-26,2026-07-14,Technical,High,Resolved,1
8c36d107-834c-4a46-9c5b-184bded30ea7,CUST066,2026-03-14,2026-07-15,Billing,High,Resolved,3
c3e7be53-ee0a-4a3a-a3c3-da1d50067d41,CUST066,2026-05-06,2026-07-14,Billing,High,Resolved,1
50ed3990-f6b8-4d2b-a089-6884a938464e,CUST066,2026-05-21,2026-07-17,Billing,High,Resolved,1
f740f9b6-e602-451a-b95b-5a9a8f933592,CUST066,2026-06-17,2026-07-18,Billing,High,Resolved,2
a9a9bfb5-8c66-434d-aea6-6a84b8a5cb3d,CUST066,2026-06-24,2026-07-15,Technical,high,Resolved,3
51628234-ae24-49df-a529-d91d7b4f923e,CUST067,2026-03-12,2026-07-15,Technical,Low,Resolved,5
4103fce4-27ca-47a1-81cc-4139e0084aed,CUST067,2026-04-15,2026-07-18,Technical,Low,Resolved,4
f4e2a649-4a78-42a4-ab69-3df9258865de,CUST068,2026-03-05,2026-07-15,Technical,Low,Resolved,4
f87f8c67-0ad1-4df6-8f83-bbedf58f8101,CUST068,2026-05-05,2026-07-15,Account,Low,Resolved,4
9043232c-dadb-4fcc-99ed-2986db99b63b,CUST070,2026-03-19,2026-07-15,Account,High,Resolved,3
f74df964-dc42-4b5a-a578-86d8e48870aa,CUST070,2026-03-16,2026-07-15,Account,High,Resolved,2
2f395601-a055-4919-a63d-3bb5c2f25cf7,CUST070,2026-04-24,,Billing,High,Resolved,2
a5a94d7d-7da6-4740-a2fd-be6851f65ed3,CUST070,2026-01-31,2026-07-17,Billing,High,Resolved,3
b2b998fa-9dab-43cc-9706-5c061ef4fcc7,CUST070,2026-06-22,2026-07-15,Account,High,Resolved,2
b36f1fd1-9166-4dac-b3ef-3104c1ecbab3,CUST071,2026-05-24,2026-07-16,Technical,Medium,Resolved,5
a80447da-dacd-41c3-b710-764721c033ab, CUST071 ,2026-02-01,2026-07-14,Account,Low,Resolved,4
8218ac61-0905-43c7-b0a7-578cafbd39b4,CUST072,2026-02-23,2026-07-18,Billing,Low,Resolved,4
934a9b0d-d359-42de-b0e4-2baaa87a1594,CUST072,2026-04-09,2026-07-17,Billing,Low,Resolved,4
ee16e499-ec3b-4074-bbbf-7026ffdef6b7,CUST075,2026-04-14,2026-07-19,Technical,Medium,Resolved,5
79b2b4cf-6002-4614-b6bb-246504ff8fbe,CUST077,2026-02-28,2026-07-17,Technical,Low,Resolved,5
dbc82784-cd9d-4a76-bdff-29e25c69431a,CUST078,2026-06-30,2026-07-17,Account,Low,Resolved,5
b8f26477-eb0c-4638-93d9-8e30065bb362,CUST078,2026-02-17,,Technical,Medium,Resolved,4
ba811f98-de17-4faa-a831-ae89a3ccdbaa,CUST079,2026-06-22,2026-07-15,Technical,Medium,Resolved,5
8b52c327-e809-42bb-bba2-9a00174e03f1,CUST080,2026-06-12,2026-07-16,Technical,Low,Resolved,5
1b7977f5-3f8f-401c-a827-87a17950f6c6,CUST081,2026-02-17,2026-07-16,Account,High,Resolved,3
ee5eb53c-98d5-44ed-9f8b-f953ce35f7d9,CUST081,2026-04-16,2026-07-16,Technical,High,Resolved,2
f778eb84-192f-4e76-aabc-204e29d2ee4c,CUST081,2026-04-22,2026-07-16,Billing,High,Resolved,3
869be569-07dd-4202-aa1f-5aba84c8bbd3,CUST081,2026-03-20,2026-07-14,Billing,High,Resolved,3
4f438009-63fe-4bb2-87b3-9f6b48d09fa0,CUST081,2026-05-04,2026-07-18,Technical,High,Resolved,1
6275cf54-71a0-4f57-8db3-a1cc93345d79,CUST081,2026-04-05,2026-07-16,Technical,High,Resolved,2
2153c816-bb5f-48b9-81e0-b9f88a97a02f,CUST082,2026-02-23,2026-07-17,Billing, High ,Resolved,2
68f21e77-ca66-4bdc-bda3-625f20f428a4,CUST082,2026-03-30,2026-07-15,Technical,High,Resolved,1
2e136365-a853-41d9-b0b4-09a8c3299e8c,CUST082,2026-06-19,2026-07-15,Account,High,Resolved,3
6a222728-54e4-410a-8c0f-5a36fe134785,CUST083,2026-02-17,2026-07-18,Technical, high ,Resolved,2
46f0ff36-aee7-4089-9139-07562e551d3b,CUST083,2026-06-10,2026-07-16,Account,High,Resolved,3
9c6c0de3-8d88-43c7-b3af-722b62d4d082,CUST083,2026-06-16,2026-07-19,Billing,High,Resolved,2
4469305a-5c3c-46ff-b351-771b1ddf3b47,CUST083,2026-02-04,2026-07-19,Technical,High,Resolved,3
e203ac1e-f52b-4309-9ab8-198f2fc38ca1,CUST083,2026-06-03,2026-07-17,Billing,High,Resolved,1
353b2869-bdad-4a14-b986-c58b59b966ee,CUST083,2026-03-27,2026-07-19,Technical, High ,Resolved,3
55590863-6775-4ef3-b454-fabec326127a,CUST083,2026-03-04,2026-07-15,Technical,High,Resolved,3
aca45062-2198-4232-b578-0c7070dfde78,CUST084,2026-03-04,2026-07-16,Billing,Medium,Resolved,5
c67bc5cb-dc9f-47c0-9b32-abec42733006,CUST084,2026-02-13,2026-07-15,Billing,Low,Resolved,4
ee8a9e57-070a-4c43-85c3-b897d4c0a709,CUST085,2026-02-25,2026-07-16,Billing,Medium,Resolved,5
2a97dcee-8b23-47f2-9b71-7e386a5d6472,CUST085,2026-02-23,2026-07-16,Technical,Low,Resolved,5
735563ae-41ac-4d58-9237-372c31678daa,CUST086,2026-05-17,2026-07-16,Technical,High,Resolved,2
c1ece0ff-3c3a-4bf7-a087-890ac8369f51,CUST086,2026-06-30,2026-07-17,Account,High,Resolved,3
da210a3c-eff2-4eb3-85e0-841016d6b1ad,CUST086,2026-05-31,2026-07-16,Billing,High,Resolved,2
b2a9405b-4b42-480d-a610-f6a2ab01cf2e,CUST086,2026-05-18,2026-07-16,Billing,High,Resolved,3
4e1005ea-3238-403b-afba-bd6e91b62d9a,CUST086,2026-01-22,2026-07-15,Account,High,Resolved,1
6f762990-5adb-4bfc-ba51-9746a40c73e5,CUST087,2026-06-07,2026-07-18,Account,Medium,Resolved,5
364c39bc-0568-40dd-b15a-b025d0f5d573,CUST087,2026-06-12,2026-07-17,Technical,Low,Resolved,4
da3c83e7-15fe-44fd-81ad-98f71871633c,CUST089,2026-06-20,2026-07-15,Technical,High,Resolved,1
329ea678-aab7-4761-8b7a-f7d62923c09b,CUST089,2026-04-09,2026-07-14,Technical,High,Resolved,1
824e00fc-a17a-48b9-ace6-e675df0237dc,CUST089,2026-02-20,2026-07-16,Technical,High,Resolved,3
6c422aa2-c4e2-497b-a2f8-8e56a8b927cc, CUST090 ,2026-02-02,2026-07-18,Account,low,Resolved,4
48fc2c39-601f-46b8-9e85-9a56fc4d08ab,CUST091,2026-03-14,2026-07-19,Billing,High,Resolved,1
2ca52fcb-930a-4e08-8e12-85dc58ffce7b,CUST091,2026-05-29,2026-07-14,Account,High,Resolved,3
a81b877c-9879-4d18-9cff-5a2cfb79c8e0,CUST091,2026-01-21,2026-07-14,Technical,High,Resolved,2
