behavior_id,customer_id,log_date,website_visits,app_sessions,page_views,avg_session_duration
0aaac131-47d5-400a-b4e5-68d9d5f8c57a,CUST016,2026-07-02,12,12,50,420.0
15c6de1d-7158-4d2e-8e88-35a57d0de44f,CUST016,2026-06-19,12,12,63,568.0
27097a32-a0d4-4aa6-aac5-5a81477e7d5e,CUST016,2026-07-18,12,12,63,871.0
94a983c8-34ff-43b7-9093-670a92795ef2,CUST016,2026-07-10,12,12,50,811.0
54c48cb7-490f-4d10-9e97-f2e11e8e0200,CUST016,2026-07-06,12,12,25,376.0
d95de574-39ca-49be-976b-bad27774890b,CUST017,2026-07-03,24,24,74,535.0
de036452-3c76-49a0-b397-cd6b84085052,CUST017,2026-07-16,24,24,99,411.0
79b05eaa-fe22-4c4e-8b97-7dc205c8dad3,CUST017,2026-07-05,24,24,99,777.0
b94711a8-c0a2-4732-975e-30a3ccb0ece4,CUST017,2026-07-16,24,24,49,578.0
74bb9396-1378-4408-a74e-fa7ea15ebd59,CUST017,2026-07-04,24,24,49,302.0
8c5dab44-7ff5-4703-b689-96ec612eb8a0,CUST018,2026-07-02,24,24,73,
a29aec04-dc8f-4b0c-af35-daa63aabdd73,CUST018,2026-07-15,24,24,97,893.0
c7119089-8bce-4165-8cc3-20561b926b98,CUST018,2026-06-25,24,24,73,823.0
eced821f-9527-4f20-9789-b70d96a83cb8,CUST018,2026-07-07,24,24,73,422.0
3c3773f9-ed3d-40f5-baeb-6982ef471549,CUST018,2026-06-22,24,24,48,725.0
608ab158-f79a-4268-b796-9be870c154dc,CUST019,2026-06-24,22,22,111,884.0
f006103f-a2b4-48aa-b208-db210523ebc0,CUST019,2026-07-06,22,22,111,791.0
36ee8b79-674a-40e3-98fa-ef5f25ca93bb,CUST019,2026-07-08,22,22,111,749.0
486a3045-f6d6-4670-8f26-461a9ccbea6e,CUST019,2026-07-16,22,22,44,383.0
d7cbbc41-8e20-463d-90a4-3ad72349337d,CUST019,2026-06-29,22,22,88,488.0
38cdf369-9737-46bf-8b1b-533bf332a0c8,CUST020,2026-06-27,3,3,6,94.0
9189b8ef-2d28-430d-8201-938651dc8233,CUST020,2026-06-25,3,3,12,79.0
7db7a74c-0cf4-464a-bfbd-868913592abf,CUST020,2026-07-16,3,3,12,98.0
d80d014d-3942-4042-b280-2ac9359abf8f,CUST020,2026-07-01,3,3,9,69.0
68919293-65d0-4cfc-bac1-09c610a6ea72,CUST020,2026-07-10,3,3,12,34.0
d2743b85-6bfd-4e60-9472-00a79297b06c,CUST021,2026-07-14,3,3,19,104.0
59fca921-fa1b-4a66-98bd-1a6b0700e352,CUST021,2026-06-30,3,3,11,60.0
dfc21eb7-8b7f-40b9-b2b7-71084dd5c324,CUST021,2026-06-26,3,3,15,71.0
5257d1ca-c018-44e8-a4dd-f5e2353a29e1,CUST021,2026-06-21,3,3,15,77.0
a7850592-f442-4c70-aa3a-086dd4822e22,CUST021,2026-06-23,3,3,15,104.0
cdb516ef-b59f-4e0d-ba86-fa27558cf42e,CUST022,2026-06-29,17,17,71,532.0
ef0c705d-63cd-4f5a-8752-8dfad087f043,CUST022,2026-07-11,17,17,89,301.0
6beacde6-831d-4f6d-9a3f-36a213a240dd,CUST022,2026-06-28,17,17,35,396.0
c2a89a32-258a-49e2-871f-cd37a4b41c95,CUST022,2026-06-22,17,17,71,873.0
69a7e0f9-623d-4032-877a-f23c26d4f170,CUST022,2026-06-22,17,17,89,340.0
e1770078-12ec-4dc4-9556-c4a3814022f9,CUST023,2026-07-07,33,33,100,808.0
7ebc3b07-c001-45fe-b166-a1148412fe13,CUST023,2026-07-11,33,33,168,797.0
c43acba9-6639-423e-98c4-4b3f190fe5bf,CUST023,2026-07-06,33,33,100,358.0
213d95ae-d45a-4abb-b07b-a147bec50b3a,CUST023,2026-06-21,33,33,67,573.0
aac9b089-503d-4967-b228-ff1f0fc4e060,CUST023,2026-07-08,33,33,134,737.0
99a4d2cf-88bf-44b9-9557-96d46a19061d,CUST024,2026-06-19,14,14,72,552.0
ea827647-3b9d-4e60-a9cc-6ff4f6d58a3a,CUST024,2026-07-10,14,14,72,634.0
bd8f0f38-9456-4d1e-a4cb-c01a173278d3,CUST024,2026-06-26,14,14,57,636.0
bdd14344-1f95-47e2-b470-0641de3f84da,CUST024,2026-07-15,14,14,-10,504.0
0e432450-5fef-4968-b602-e8050dcd9331,CUST024,2026-07-05,14,14,43,677.0
d69315ca-fc83-4e79-8a9a-807ddc78c8ad,CUST025,2026-07-02,4,4,20,76.0
0c802556-a4de-40e6-90b6-fd8d73a7e96c,CUST025,2026-07-10,4,4,12,89.0
870ea19a-0c0e-4458-890c-8258a78600a0,CUST025,2026-07-12,4,4,20,119.0
a754ec00-7bfb-4035-ae2b-b44f7927b9f7,CUST025,2026-07-11,4,4,16,107.0
f9dfb6d4-8614-47f6-9433-e65c73a32c21,CUST025,2026-06-24,4,4,8,60.0
4797ac35-de1b-4cc5-882e-0025fca6e8ca,CUST026,2026-06-19,2,2,6,110.0
6c22e318-70b8-4f9a-a42c-92eec2738f6d,CUST026,2026-06-21,2,2,4,104.0
6dfce05f-20ab-4c32-bf03-6d3c22052d18,CUST026,2026-06-19,2,2,4,103.0
478549b8-e720-4530-a844-678142041a17,CUST026,2026-07-18,2,2,6,46.0
acac24f8-6db4-4877-8251-cc1ba2c1163b,CUST026,2026-06-22,2,2,11,93.0
91fc383f-8b4b-47d0-8af4-660dcb25fa1d,CUST027,2026-07-07,2,2,11,99.0
44de32f0-d05a-4d63-94da-150d9beaa7da,CUST027,2026-07-06,2,2,8,
66b4a943-6841-45a6-baa6-71501bef2034,CUST027,2026-06-21,2,2,4,34.0
23df62f3-ef0d-4aa4-80e8-68cceb09644b,CUST027,2026-07-14,2,2,6,87.0
eb60f67e-40db-4cf5-ba2b-559ad306efd1,CUST027,2026-06-20,2,2,6,
b1bd12fe-a92f-45ed-b277-f0ae8aa8b448,CUST028,2026-07-04,3,3,6,116.0
ad182814-ad87-4060-a4c2-06e577c42d6f,CUST028,2026-07-02,3,3,16,30.0
c514b35d-b5b7-4ebf-9266-4880103e77c5,CUST028,2026-06-27,3,3,9,116.0
ada3c3c5-d4a8-4e1f-b7e2-6c098ba71514,CUST028,2026-06-29,3,3,12,
0ef8a98a-9338-4da7-bfbe-2a9f83c426db,CUST028,2026-07-10,3,3,9,98.0
21e16bcc-97a1-4a31-aa09-5b1200be5aef,CUST029,2026-07-10,36,36,146,828.0
1750a02f-b990-4b60-9919-297588401a94,CUST029,2026-07-02,36,36,73,489.0
df77e7d5-b5d1-4f14-92a6-1472a1906653,CUST029,2026-07-11,36,36,109,
3b18e91c-8c31-4fcd-9b03-6283eb66e349,CUST029,2026-07-02,36,36,73,347.0
7e5633e7-7174-400e-8cf7-e4e008781ab3,CUST029,2026-07-14,36,36,183,784.0
656a69ad-09e3-49c8-96b4-bbd287ba1712,CUST030,2026-07-09,28,28,115,539.0
671686ef-e6f9-4c67-9576-1228526b724e,CUST030,2026-07-14,28,28,144,388.0
528ec3bd-7775-4b7e-9bf3-3fad92ffc69f,CUST030,2026-07-13,28,28,57,784.0
9dbfddb5-4f16-4289-b96a-6286cfd729c7,CUST030,2026-07-09,28,28,86,354.0
a30244e8-59ef-4699-93f3-a529689c8746,CUST030,2026-06-27,28,28,57,326.0
96e5acee-86f8-403f-b056-ac5ede2565cb,CUST031,2026-07-09,2,2,8,77.0
f1e47ff6-7ab1-4aed-8c5b-6609d0ae8d2a,CUST031,2026-06-30,2,2,11,76.0
9ad58bce-87ef-4aed-9168-a202d5915eb0,CUST031,2026-06-30,2,2,14,112.0
821cb115-c5df-4288-b082-0cf78db6d195,CUST031,2026-07-08,2,2,11,68.0
c649f36c-85c2-4b43-b7ff-1f079c33622e,CUST031,2026-07-17,2,2,11,119.0
92dcbe02-e7e3-49cb-a326-e2e72df5d2a6,CUST032,2026-06-25,3,3,7,96.0
807c4548-7d0f-4e00-80d6-07e4b7fb8812,CUST032,2026-06-30,3,3,19,78.0
3585ae94-3ec8-43ef-b038-36fb03fc7e70,CUST032,2026-07-01,3,3,15,88.0
48eb456a-48ba-4e49-9643-fef6269d4af7,CUST032,2026-06-24,3,3,7,71.0
2c239147-8d51-4b0f-b437-f0f9c5a74953,CUST032,2026-06-24,3,3,11,84.0
fa0dea84-aaa0-4176-82cd-bca315ea2ecc,CUST033,2026-06-26,21,21,107,462.0
b015294f-6492-4392-b985-272a8f038cbd,CUST033,2026-06-25,21,21,64,730.0
dab4d8c3-afab-4c2b-bd2b-973fbe747c0c,CUST033,2026-07-04,21,21,85,517.0
d54ac6eb-c2e9-4860-9559-6ca7c56418e6,CUST033,2026-06-27,21,21,64,802.0
d4c3a862-c44c-497d-b53d-4b25572ac559,CUST033,2026-07-09,21,21,85,578.0
c3a9cb55-a534-4664-a552-61ce5e86e6ba,CUST034,2026-07-18,32,32,128,
82b8b5b1-fdc5-4c3e-aeb3-04fc45bc9c26,CUST034,2026-06-25,32,32,96,884.0
b3359dc4-f8ac-4dc7-af26-4be19a890676,CUST034,2026-07-15,32,32,161,583.0
a92b2ab1-90b4-4658-a1ca-ac54b258a59f,CUST034,2026-07-14,32,32,64,336.0
f5a7ddc0-a64f-4f60-8832-55893032048d,CUST034,2026-06-27,32,32,161,737.0
6a88fd66-8ea1-4222-af79-b86f70a48538,CUST035,2026-07-15,2,2,6,31.0
55f93cac-5630-4a2c-a384-88cb6008ecc6,CUST035,2026-06-19,2,2,4,70.0
d7d7d8cd-46b0-4f5e-88c2-cabd12dba90b,CUST035,2026-07-12,2,2,6,82.0
0f96f74d-7bb4-412c-993f-40149d75f691,CUST035,2026-07-17,2,2,11,
6f9c50d4-3487-4086-b663-24511fe78b2b,CUST035,2026-07-14,2,2,6,67.0
3b7def6e-6ff3-420d-80f3-788a30068255,CUST036,2026-06-21,18,18,36,
585465df-5390-4039-8c91-606db69259e3,CUST036,2026-07-18,18,18,36,669.0
289f3874-72e3-4365-9fa8-5dbdf86b117e,CUST036,2026-07-16,18,18,72,787.0
b07d1b37-41bb-478a-b8bd-8604b6dd21de,CUST036,2026-07-02,18,18,54,741.0
2a87a0b0-a01a-4afb-a6d2-6231c88aa624,CUST036,2026-07-15,18,18,36,505.0
e5f8fb51-f474-4699-8aa5-27f5a9dd2ecf,CUST037,2026-07-01,3,3,10,52.0
ea1f08f3-6f5e-4108-85bf-538fc637801c,CUST037,2026-06-22,3,3,7,44.0
61e04397-36a7-4bb8-aea5-ab45fe469565,CUST037,2026-06-29,3,3,10,41.0
b012b459-523c-4b17-aadf-4016effb5954,CUST037,2026-07-08,3,3,18,114.0
a42f122c-8c93-44ef-b432-24322ddc877a,CUST037,2026-07-09,3,3,18,116.0
7927c9ae-7d8e-482f-9bc9-b0594cbc5bba,CUST038,2026-07-12,24,24,98,861.0
085d1589-391a-4fdb-a13b-806dd993c81e,CUST038,2026-06-22,24,24,123,854.0
4aeabf22-d568-47e4-9a0b-cb38ddd3b3a2,CUST038,2026-07-15,24,24,123,697.0
9d1790b1-23fa-48c3-83ef-7dea60910c26,CUST038,2026-07-14,24,24,123,851.0
a83fb2f2-3818-4012-aea0-a16d0273075f,CUST038,2026-06-22,24,24,123,738.0
d60431f5-e474-453e-9b62-2fc4908e3885,CUST039,2026-07-05,32,32,97,788.0
491bffae-14f9-4071-8636-5369b584a6e0,CUST039,2026-06-26,32,32,97,539.0
b63148cf-0cba-439c-bda8-4aaa357b3693,CUST039,2026-07-05,32,32,163,537.0
0423c036-c024-4bcb-b700-fd636ea557ca,CUST039,2026-06-19,32,32,163,386.0
e2cf6372-419a-4c3d-9c8f-4651fc1a91cd,CUST039,2026-06-23,32,32,130,755.0
2269f287-8ec5-4200-88f8-a46fab83b5cb,CUST040,2026-06-29,20,20,41,884.0
dfcf7ff7-4d50-4cc3-82a1-d11c6b8f2692,CUST040,2026-07-13,20,20,103,577.0
19239456-3f14-4369-b629-14eeada3d338,CUST040,2026-06-19,20,20,41,490.0
9df549da-761c-4542-9e6f-4617a240025a,CUST040,2026-07-17,20,20,61,367.0
fe98c838-563e-4ef1-93f1-c7cd91fc99f8,CUST040,2026-07-07,20,20,61,
add74c6f-b444-4c22-83bc-008646c8de8d,CUST041,2026-06-29,29,29,-10,339.0
707c44a4-788e-44e7-b6df-4d7ac64fbfdb,CUST041,2026-07-08,29,29,59,397.0
c3cb9bd0-2073-4e3c-bf3d-ba7d913e652a,CUST041,2026-07-10,29,29,148,647.0
8b8d64b8-d323-4db0-9260-bb500b2200a2,CUST041,2026-07-05,29,29,59,
980b8852-9091-40f8-ae19-34e02ff34aae,CUST041,2026-06-19,29,29,118,462.0
47bfe1df-3b10-4112-bbb8-ee38eae4a716,CUST042,2026-06-20,3,3,15,85.0
eba70b47-d94a-4e57-adfa-7637a8dea32e,CUST042,2026-07-04,3,3,15,99.0
ec6dd056-c5c1-4bbc-8908-2edb7be126fc,CUST042,2026-07-02,3,3,6,111.0
447cbcaa-ceb6-4577-8dea-d40058b1b899,CUST042,2026-07-15,3,3,9,48.0
a40363ec-1400-4924-9b20-b84b2379de91,CUST042,2026-07-11,3,3,6,65.0
9e6d78c1-1d68-4072-a36e-824082acd7d0,CUST043,2026-07-09,3,3,14,60.0
f5f08305-04c2-4be2-bcf0-761d7cc8e02e,CUST043,2026-07-07,3,3,14,84.0
1aa6a0cd-416d-4543-9b1d-f0f6764fdaad,CUST043,2026-07-05,3,3,14,45.0
21e95679-4b52-4035-83d3-8287349dff11,CUST043,2026-07-08,3,3,18,59.0
6fe2a510-95f3-4e88-8a97-3a5de31f1b0a,CUST043,2026-06-24,3,3,10,84.0
f005ae5a-a12e-4808-8ce0-6d7235b73530,CUST044,2026-07-07,24,24,121,788.0
d2f5ddf8-b2f4-4f9e-904f-0724af6c1c56,CUST044,2026-06-29,24,24,48,509.0
518889ad-e4ef-4470-b3a3-5968dd824ef9,CUST044,2026-07-08,24,24,121,527.0
6a245ce8-46ef-43aa-9690-391774eb8e13,CUST044,2026-06-26,24,24,96,414.0
6186e27a-678d-497a-8a9b-0cde78c8151c,CUST044,2026-06-23,24,24,96,581.0
443bee6f-37ff-4d49-b3f0-c972fc158756,CUST045,2026-06-20,3,3,-10,59.0
2f018a64-b764-4460-a9f8-4074ee5b2675,CUST045,2026-06-25,3,3,12,35.0
64b84cc2-7a59-43c5-b404-56332811573d,CUST045,2026-07-02,3,3,6,
9a4853c1-620b-4838-a662-7dd07cf9dd33,CUST045,2026-07-18,3,3,16,119.0
7d563e6e-ec67-4404-a7f3-0581bb688670,CUST045,2026-07-05,3,3,6,36.0
5f89e3e6-38a3-4eb1-ab24-05f8c63bc4ab,CUST046,2026-06-26,36,36,184,818.0
9c586f42-6deb-4a93-932f-05b3ffe27789,CUST046,2026-07-17,36,36,73,317.0
cb8520dd-7672-4ebb-8bb8-0be13b80535c,CUST046,2026-07-07,36,36,110,607.0
2cc7a29f-1eba-4e91-be18-2f4ee238312f,CUST046,2026-07-02,36,36,73,740.0
d98900e9-2dc9-4654-b66b-d62bb938d08a,CUST046,2026-07-18,36,36,184,685.0
6fad5066-7a50-4815-85fd-7182237af05d,CUST047,2026-07-15,32,32,160,840.0
9a0333cf-0957-4fd0-a14d-f6818afc7723,CUST047,2026-06-27,32,32,64,517.0
b0910015-2924-428d-8f9f-cc0afdeeda36,CUST047,2026-07-04,32,32,128,650.0
d2b80329-e8da-40b1-b7f8-8ef21e91732b,CUST047,2026-07-01,32,32,64,340.0
b5f493d0-135a-42bf-879b-8bf4741294a8,CUST047,2026-06-24,32,32,160,549.0
3e397e5c-7ddf-4f2a-a653-d3550e365410,CUST048,2026-06-24,2,2,12,
ab055163-f012-4518-ae1a-e90506a82d3e,CUST048,2026-07-04,2,2,9,33.0
81b28313-ea65-4d32-9bb2-a06eddb09502,CUST048,2026-06-29,2,2,7,117.0
90743ee8-3d43-4d41-85e3-1537b5ebc7e7,CUST048,2026-07-02,2,2,7,65.0
4a5ab62b-a65c-4be5-a796-944a79b4821a,CUST048,2026-06-26,2,2,9,93.0
e24f0ba7-af5b-4229-8b39-fdb7a649ce12,CUST049,2026-07-08,2,2,8,77.0
104d7b1f-3ebe-4437-b207-92cf284ee01b,CUST049,2026-07-11,2,2,8,54.0
b16e195f-8d69-4fe7-a47f-4408d4be8156,CUST049,2026-06-21,2,2,11,
3a0ca0a1-c2b0-48ec-baf4-ac22fe8ab789,CUST049,2026-06-30,2,2,11,30.0
cafc25c1-3347-4a00-ba5e-33bf6e385270,CUST049,2026-07-14,2,2,6,74.0
fa68cefe-5764-46f4-99c0-d5942d7744f5,CUST050,2026-06-20,38,38,115,581.0
d6bfa2dc-2590-4450-b150-f8ff8f8fd458,CUST050,2026-07-07,38,38,153,647.0
a00f15fb-55f7-431b-9e0f-1af615721455,CUST050,2026-06-29,38,38,192,309.0
66d0082d-1ed7-45e2-953d-1c0303ed356b,CUST050,2026-06-25,38,38,153,688.0
bbc96228-dab3-4e08-86fb-89b6f732aa93,CUST050,2026-07-09,38,38,115,537.0
a12276b1-65ba-4078-a72f-28b0355dd7ff,CUST051,2026-06-28,12,12,24,
93afb585-906c-4039-a0ca-b5d27b6e710f,CUST051,2026-06-29,12,12,62,
c93d05d4-6f6d-46e0-8c6f-98d5243c0766,CUST051,2026-07-11,12,12,62,821.0
3b6ae55f-1ab0-44c2-b3d5-23d69bf10ea3,CUST051,2026-06-25,12,12,62,586.0
ab447d77-dfd3-480f-a955-7bd406c609bb,CUST051,2026-07-01,12,12,49,338.0
c5223f6a-bede-4187-b2d8-c0e998c392ba,CUST052,2026-07-09,31,31,155,750.0
f918ea39-c582-4af0-a9dc-bd08a2371928,CUST052,2026-07-10,31,31,93,418.0
52091fd0-3b07-465d-b143-f1ecddd3fbb1,CUST052,2026-06-26,31,31,62,591.0
c46d9c5a-7921-4b8a-a392-54fa0ea0af05,CUST052,2026-07-03,31,31,124,750.0
7d35d4b8-6dfe-452c-91ab-5a4d12824a4d,CUST052,2026-06-27,31,31,93,736.0
92d1546c-fc79-4eae-82b8-466e849999fb,CUST053,2026-06-26,18,18,36,747.0
74a9e93f-b36c-4cb5-9e43-10bfe6421a26,CUST053,2026-07-04,18,18,91,528.0
8555e8ee-24a5-4ce2-8a31-b3fcee768415,CUST053,2026-06-22,18,18,54,851.0
1f7efa04-93a0-404d-9bfc-6eec6024ac85,CUST053,2026-06-20,18,18,72,526.0
4f603f51-2e5f-40ac-afb6-53af55c1de40,CUST053,2026-07-06,18,18,54,528.0
e0c1d5f8-16ff-4857-819d-5896531b0652,CUST054,2026-07-06,16,16,83,
3f78259e-2518-4842-be89-6c48df83d0f9,CUST054,2026-07-06,16,16,66,327.0
51af9e85-a80d-4532-9406-4d8879f09d68,CUST054,2026-07-05,16,16,66,
3381eb47-0657-4b58-a862-9e07c538d2a5,CUST054,2026-06-26,16,16,33,819.0
4e4370b4-911a-4f96-96f7-7d6f9260aeee,CUST054,2026-07-10,16,16,33,365.0
da3454c6-e5e3-4dfb-8d55-552c4d3c2efb,CUST055,2026-07-02,14,14,28,895.0
4f11fb62-7479-4a00-84d2-f7a6bf34f119,CUST055,2026-06-26,14,14,56,369.0
da337069-99c9-46c8-9bb3-b179e9bdbd0e,CUST055,2026-07-06,14,14,28,370.0
db6f1557-1c3b-406d-a693-34b496553482,CUST055,2026-07-08,14,14,42,839.0
b45d386f-cea3-41b6-8227-33f0c19c73fd,CUST055,2026-07-01,14,14,71,812.0
9d9ea0ce-c912-4436-8912-7337bf98256c,CUST056,2026-06-22,25,25,77,494.0
bdd2030c-8027-4298-a4ac-30281ff65233,CUST056,2026-06-24,25,25,77,550.0
ccebfc4b-de7a-443a-a3b1-f45f74e4089d,CUST056,2026-07-17,25,25,77,779.0
48e98082-56bf-45a1-8561-2f59d8970240,CUST056,2026-06-28,25,25,129,820.0
b5391d00-0b8d-4adb-92bf-77d22e4a366c,CUST056,2026-07-11,25,25,103,433.0
e4f98740-404a-4bf8-9846-fb8783736ebb,CUST057,2026-06-19,27,27,81,
f32fe7e9-f491-4daa-b0c3-796bc675de2b,CUST057,2026-07-14,27,27,54,686.0
3596130f-cd3d-4be6-95f4-da2f7df131c0,CUST057,2026-07-11,27,27,108,762.0
c1371b24-504e-4009-85e3-1fc65e3a434a,CUST057,2026-06-27,27,27,54,642.0
